1.971067344109462605e+00,2.426491919157636179e+00,4.797018884592223475e-01,1.811192516801657160e+00,1.519308384955149194e+00,8.800599342399543223e-01,1.816471286885884995e+00,1.645850420886210141e+00,1.567675370604685092e+00
3.071315453813338259e+00,2.006351259372183726e+00,4.503379418794578037e-01,9.999999999999999791e-17,4.700109672163532010e-02,1.334537970265883000e-01,4.522157046584209250e-01,7.833702579429034918e-01,9.999999999999999791e-17
2.389982433224925984e+00,2.868936865635919542e+00,1.558151175531818644e-01,1.518104845093229682e-01,1.904351179448746101e-01,1.878710326111035500e-01,2.849234755597231938e-01,1.108681325649031324e+00,9.999999999999999791e-17
2.650869339261828550e+00,2.991344732369774828e+00,9.999999999999999791e-17,9.999999999999999791e-17,3.527262831013042166e-02,9.999999999999999791e-17,7.804638903382430382e-01,2.481153106085562055e+00,9.999999999999999791e-17
1.888825728972598261e+00,4.058537125123332423e+00,9.999999999999999791e-17,2.614770790936246647e-01,7.959759695375298594e-02,1.828738551759762077e-01,6.751330091518356058e-01,1.794055872824612097e+00,9.999999999999999791e-17
2.856363047352402429e+00,3.687590941911574216e+00,9.999999999999999791e-17,1.724686605777135395e-01,9.999999999999999791e-17,2.539554923956410457e-02,2.437797634347969034e-01,7.912860196343507013e+00,9.999999999999999791e-17
9.820040650043475594e-01,9.999999999999999791e-17,1.588967982895531927e-01,1.356578721654246311e-01,3.609703296666584293e-01,2.461581412102412658e-01,3.514583437871876104e+00,9.788240363295491742e-01,2.495395724549912764e+00
3.189367375579645336e-01,2.900509053389133562e+00,4.531548237230558218e-01,6.641037341726162557e-01,1.484207691250532868e+00,2.522176612285579878e-01,1.313423627804771510e+00,2.176108826974023192e+00,3.359266281665962417e+00
3.352574957930755328e+00,3.483617615722231609e+00,1.595402304713221531e-01,4.683683021233909116e+00,2.707168858401851175e+00,4.336311985849220507e-01,2.607321518174548824e+00,1.597398678442373487e+00,1.465967519232203697e+00
5.374223034037455271e-01,2.037663097999962591e+00,4.452082405120118547e-01,1.394532801886673390e+00,1.490683256332477447e+00,5.552273473708440044e-01,1.485844800081113748e+00,4.017872693907466042e-01,1.049404358456128339e+00
4.225313951151854042e+00,7.180204184927315714e-01,1.431975083895881407e-01,9.999999999999999791e-17,9.999999999999999791e-17,7.801361033838823955e-01,2.231238035685171872e-01,2.253895949892853467e-02,3.470295154214448452e+00
4.465346216236576460e-02,1.343455233021924045e+00,2.469005632513878445e-01,2.004140966864319945e-02,8.091899332915114540e-01,7.018642063449894719e-01,3.668878809363914417e+00,3.211471645966776034e+00,3.238768500523755423e-01
9.999999999999999791e-17,1.230763257226669793e+00,9.999999999999999791e-17,4.791216998981856490e-01,5.175526605268648134e-02,7.840589597934937149e-01,3.779100887140590670e-03,5.536846673170957578e-01,9.999999999999999791e-17
2.656359064577149987e+00,5.067129344033479477e+00,9.999999999999999791e-17,1.981626229056875077e-01,5.585773875756047113e-01,9.999999999999999791e-17,1.956395586537347242e+00,1.563632371190756820e-01,9.999999999999999791e-17
1.907018446421749003e+00,2.685531602246141958e+00,3.354416976388611138e-01,1.530747318863280970e+00,1.779444461233701702e+00,4.108318230491391221e-01,2.605930686440459443e+00,6.833219227416527375e-02,1.417664749932820545e+00
9.999999999999999791e-17,2.806260594021376953e-01,9.999999999999999791e-17,1.100546188234891726e-01,1.978619043467685801e+00,7.551372707898408310e-01,3.325667932859429632e-01,9.999999999999999791e-17,9.999999999999999791e-17
5.125075705826329653e-01,1.805575959130376884e-01,7.396398160370699915e-02,4.132771091724475598e-02,7.279471764312457743e-06,7.731452507050624821e-06,2.773349527262492842e+00,9.999999999999999791e-17,1.044277713288336711e-04
3.090430136715747622e+00,2.323971153733409789e+00,3.595957417040466370e-02,8.026234066326427830e-02,6.965669708574490082e-02,1.458666374311212710e-01,4.129276800184006113e+00,8.172236953498570600e-01,9.999999999999999791e-17
2.455907767399310604e+00,1.560277986324430044e+00,9.999999999999999791e-17,5.815447374359362931e-02,5.952648562436333446e-01,9.999999999999999791e-17,2.210966019488963319e+00,2.241812500824917967e-02,9.999999999999999791e-17
6.015118140466073626e-01,2.410693680863001731e+00,3.161948891748320722e-01,2.567910261980467901e+00,1.870168287294297293e+00,9.999999999999998890e-01,7.415689000410624621e-01,4.253969176159998478e-01,1.289000778430180683e+00
2.177943286594746508e-01,6.995868602234808442e+00,6.076964315784676440e-01,2.141826930187806875e-03,4.238628482261976860e-01,4.293884957458266038e-01,1.064540026995120115e+03,3.645007312854728898e-01,9.999999999999999791e-17
1.337749874099503522e+00,1.503519642830053016e+00,9.436224889404287719e-02,2.336812718008768996e+00,1.015076498213826506e+00,3.151942386400601870e-01,2.162854846711946610e+00,6.237588554658090451e-02,1.508143135747859853e+00
1.366864579805029623e+00,1.945006819004783338e+00,5.875573793870461081e-01,4.852551625966564863e+00,2.620310278141143367e+00,4.975837410950291750e-01,1.247798081371152223e+00,2.549898735705963038e+00,7.562232148143417376e-01
9.999999999999999791e-17,1.434143911939771865e+00,7.612169511124013965e-01,2.505157816013694333e-02,1.069434915878340331e-01,7.546758793594434689e-01,3.067251796972903843e+00,9.578415516580537914e-02,6.421291178579368264e+00
8.556498015315954220e-01,1.593920374231580395e+00,9.999999999999999791e-17,9.999999999999999791e-17,9.028785080894807802e-02,9.999999999999999791e-17,2.806532203877071918e+00,1.919135529560625164e+00,9.999999999999999791e-17
3.062794939811036343e+00,1.510699174483074891e+00,3.895952198147291656e-01,1.315662298324653257e-01,9.999999999999999791e-17,8.100858482180442466e-02,1.296896376814368201e+00,9.627008526176121794e-01,9.999999999999999791e-17
9.999999999999999791e-17,2.132236190785912644e+00,1.209641808995687157e-01,2.253140684133522753e-01,3.090991027656649903e-01,4.357049274907207614e-01,3.609238583332742833e-01,3.709059752084152839e-01,2.797475214552544998e+00
1.348913500565668722e+00,2.626517090020111134e+00,5.575490462574242967e-01,1.462872985024349370e+00,2.072417249900437852e+00,4.518987687719558943e-01,2.194239246842403457e+00,2.724730707073261815e+00,1.697402358825996549e+00
1.166961972560351946e-01,8.970731909537237037e-02,2.745128959335229046e-01,1.455555526206167904e+00,5.293233340190528491e-01,1.888785738733628553e-02,2.493291386093509754e+00,1.616649989744887717e-01,2.161521335050395454e+00
3.972548124428748828e+00,1.983685889967204755e-03,9.999999999999998890e-01,8.796066139756092639e+00,2.475195955671392889e-01,4.659806121551202107e-02,6.870523276758726539e-01,2.098418668171574186e+00,1.724997110510255505e+00
2.192718640651033279e+00,1.395937962106027497e+00,5.037810301770547783e-01,1.014588926762914678e+00,9.385669563572890395e-01,5.624232189002137394e-01,1.998856282369948723e+00,4.971419256012458709e-01,3.147838627404291767e+00
4.315646259731762413e+00,2.913073354424258188e+00,9.999999999999999791e-17,9.999999999999999791e-17,1.295113134021203330e-02,9.999999999999999791e-17,6.921209114328500389e-01,3.319156432999565709e+01,9.999999999999999791e-17
2.151231778946874229e+00,3.118586049625996282e+00,9.999999999999999791e-17,4.784576715080245818e-02,2.013509635759192395e+00,9.999999999999999791e-17,1.797752988744663050e+00,1.535567097657897007e+00,4.389375136931206178e-01
2.915439782766862997e+00,1.052698489328897979e+00,1.146216068236747404e-01,3.663188317107803349e-01,3.823129589795905559e-01,3.232148402778038665e-02,1.230893037490210506e+00,7.904644417540654722e+00,9.999999999999999791e-17
4.001642278735726976e-01,3.643876715085906159e+00,3.438329877653645283e-01,1.504034542826332699e-01,9.999999999999999791e-17,9.999999999999999791e-17,9.999999999999999791e-17,1.483223950612721609e+00,1.685532357787484115e+00
3.343696342326174520e+00,9.999999999999999791e-17,9.999999999999999791e-17,3.841356651636257391e-01,3.221248333169901001e-01,3.649109573993377653e-01,1.901421250041217315e+00,4.033619766984611665e+00,3.335008643689399421e-01
1.675199443493724794e-01,7.744203608816609297e+00,9.999999999999999791e-17,6.411903560199589958e-01,2.959295840094134933e-01,5.332833424094114705e-02,2.913271458885852150e-02,4.770511112504202345e+00,9.999999999999999791e-17
9.999999999999999791e-17,2.631101844420148606e+00,7.234587663023959170e-01,6.429603260662988470e-03,9.999999999999999791e-17,2.550587006903054163e-02,1.061574022274309570e+01,3.039223942331076511e+00,2.844066215095736094e+00
2.100799009993882027e+00,9.795933972958638322e-12,9.999999999999999791e-17,9.999999999999999791e-17,1.610479752105927198e-01,4.533509965726837398e-01,2.659719310355452837e+00,3.488815977028836279e-01,1.638153484658372738e+00
5.899971089498325050e+00,6.682296567444719580e-03,9.999999999999999791e-17,8.196678290507398990e-02,1.074726813203339848e+00,9.999999999999999791e-17,3.303525127922962934e+00,9.913008196493859874e-04,9.999999999999999791e-17
