2.788097768846685143e-01,3.605623662006634156e-04,2.797459037843206264e+00,1.998615264892578125e-02
7.666542074761694867e-05,9.983360494864526036e-01,1.819931198850924595e-02,8.654904365539550781e-02
6.571585681816878685e-05,9.990685422316533115e-01,1.223730650758788133e-02,1.018960475921630859e-01
9.445206661768505707e-03,6.826084625751417390e-01,1.280975140672561352e+00,5.924296379089355469e-02
3.253794217113167853e-02,5.367995004604513287e-01,4.630379439127640939e-01,5.585384368896484375e-02
4.022725699636781695e-05,9.992404719159464488e-01,1.638690403129371143e-02,1.497001647949218750e-01
3.052715938702156920e-03,7.857682724296394250e-01,1.704912473144821972e+00,9.235620498657226562e-02
3.627172834370882837e-02,5.292208764184340719e-01,1.040565699375939124e+00,6.443190574645996094e-02
9.393984229620146176e-02,3.124692813670721936e-01,2.033317741861873529e+00,4.732680320739746094e-02
1.064256718772401827e-01,2.887186571601217944e-01,2.224347353494690260e+00,1.165604591369628906e-02
3.087355124201147660e-01,1.317987893102780814e-04,2.708188755864155528e+00,1.403999328613281250e-02
5.327790825369687309e-03,7.390060223328251965e-01,2.859876677940991652e+00,1.213672161102294922e-01
3.090284045295424442e-01,4.168995901743644374e-04,2.278551802684230854e+00,1.570725440979003906e-02
2.918091093375477785e-01,1.231418248844577830e-04,2.750773752478416156e+00,1.541972160339355469e-02
3.465573104699204605e-03,7.691643168057060720e-01,1.368312530889746359e+00,8.731794357299804688e-02
2.744519094535972648e-01,9.999999999999999791e-17,2.429018884452689431e+00,1.292061805725097656e-02
4.710435219464378237e-02,4.859014374022971872e-01,5.123967874277811640e-01,5.267715454101562500e-02
6.190510146424572230e-02,4.104862989437463860e-01,4.919923440809489401e-01,5.093884468078613281e-02
3.527872141585809695e-02,5.212308416323996330e-01,1.744258909715322270e+00,7.126903533935546875e-02
7.255200228289933329e-02,3.851644812584097965e-01,1.702911819474958621e+00,5.510711669921875000e-02
1.663972723683425081e-01,1.905390069095136696e-01,4.451771383903805890e-01,3.829288482666015625e-02
1.877890703181230025e-01,1.564970043811022837e-01,2.352558943429365890e+00,5.541801452636718750e-02
2.953713198593950207e-01,7.091003559127424176e-05,2.663971635699254659e+00,9.395122528076171875e-03
8.843911042770673248e-02,3.785832442388498142e-01,2.534844660865601673e-01,4.740500450134277344e-02
1.889255915510672582e-02,6.066255961857539569e-01,8.147614949633239512e-01,6.214714050292968750e-02
1.437450622616879281e-01,2.196622339422774350e-01,2.524918325603001890e+00,5.829691886901855469e-02
7.886280609654136922e-03,7.019702665965434907e-01,2.347241152575664458e+00,1.043088436126708984e-01
1.321527193092926211e-01,2.401802539498885114e-01,2.200710186484656106e+00,4.681515693664550781e-02
7.320146906213688409e-02,3.892728531502422928e-01,5.452982824931897898e-01,3.376793861389160156e-02
1.824872227888642007e-01,1.269709807039274552e-01,2.609494869331991485e+00,7.893085479736328125e-03
2.629325203364670793e-01,9.999999999999999791e-17,2.719096453863299345e+00,1.881718635559082031e-02
5.859717365560983271e-02,4.138531109468320812e-01,5.904302232378898507e-01,4.498910903930664062e-02
6.202966098490268537e-04,9.923216360644874223e-01,1.469815006748638984e-02,5.627298355102539062e-02
2.906072624679618133e-01,9.999999999999999791e-17,2.381962054915052196e+00,1.884508132934570312e-02
1.749525989946640108e-03,8.420439128761005865e-01,1.170291437953996150e+00,1.046671867370605469e-01
3.721982461447225464e-03,9.508548300857477820e-01,1.102924245973600781e-02,5.903577804565429688e-02
2.151918609535179508e-02,5.959123596306086235e-01,1.102175174365434440e+00,5.670094490051269531e-02
5.883267220983946083e-02,4.207629898664720369e-01,2.414255219296057575e+00,6.339192390441894531e-02
4.380309613911111816e-03,7.490487679250924513e-01,2.553833222660821356e+00,1.231548786163330078e-01
8.319264115115285185e-02,3.347404671746282978e-01,6.585558105412959717e-01,3.986406326293945312e-02
2.582314045899292698e-01,9.999999999999999791e-17,9.999999999999999791e-17,2.031421661376953125e-02
3.217135212779279607e-01,1.616734877141641838e-02,2.828275333961352889e+00,1.245379447937011719e-02
7.056146492723226055e-03,7.224900409537434731e-01,1.979159824023910552e+00,1.055381298065185547e-01
3.431364029352358680e-02,5.047312796770315746e-01,2.894483902688613330e+00,7.411360740661621094e-02
9.995729985288773212e-02,2.803307608133935314e-01,1.258619305497414853e+00,4.976201057434082031e-02
2.668333318751535399e-02,5.543852882422573014e-01,2.796332805335233207e+00,7.791090011596679688e-02
1.461359250454122120e-02,6.156567746531889096e-01,2.175766896808210227e+00,8.152413368225097656e-02
1.859809461398336395e-04,9.944694735556629528e-01,1.688163316568678726e-02,7.516384124755859375e-02
2.024827848801365876e-02,6.021495490959903885e-01,7.760437878030032044e-01,5.085992813110351562e-02
1.556032300999476703e-01,2.063477686369539765e-01,4.516899323224385365e-01,3.924512863159179688e-02
