1.289811711279744144e-01,1.199739360076530065e-01,9.446069608624761971e-01,3.191788196563720703e+00
1.298094734798688199e-01,1.410070142406932292e-01,1.092533929735937326e+00,3.929896116256713867e+00
1.273970949919983886e-01,1.758201636981220894e-01,1.068396976013984867e+00,4.100242853164672852e+00
1.238979489982470067e-01,1.390000161567499504e-01,8.761453869430616548e-01,4.117897987365722656e+00
1.188646149732265345e-01,1.269634981923897232e-01,2.064477823784194310e+00,2.019056081771850586e+00
1.177311375703208318e-01,1.169283401760691232e-01,2.917474749054109751e+00,2.131863117218017578e+00
1.267442751124580602e-01,9.408257608249981363e-02,1.704871314557470374e-01,3.603091955184936523e+00
1.410959331334480094e-01,6.997109214886970685e-02,2.204435571158419815e+00,4.043634891510009766e+00
1.328248283835806731e-01,1.039922917605586028e-01,1.898511669785242439e+00,2.081628084182739258e+00
1.176718167807546400e-01,1.697174980802464150e-01,9.639864396304314020e-01,3.792545080184936523e+00
1.349442029085943240e-01,1.013900575715486058e-01,9.435333369200940012e-01,2.067344903945922852e+00
1.384781764740076193e-01,7.293678025350283645e-02,1.626447431346475181e+00,1.796649932861328125e+00
1.237031478122385120e-01,1.173226433589131812e-01,2.093214037223507962e+00,2.236733913421630859e+00
1.126049656951766675e-01,1.251352560234196554e-01,1.605872488988952185e+00,1.767199039459228516e+00
1.108560378447200068e-01,1.585144649021065777e-01,6.935507213626365131e-01,4.267130136489868164e+00
1.150779979374346729e-01,1.254604173183415661e-01,2.399042713109636349e+00,2.001420974731445312e+00
1.199950368934223355e-01,1.608180579335718730e-01,9.527485516468841009e-01,1.861740112304687500e+00
1.235378848551394182e-01,1.177442284037093223e-01,1.107973217097572682e+00,1.830894947052001953e+00
1.290795045518389472e-01,1.268123549200236844e-01,2.099573204769690893e+00,1.822941064834594727e+00
1.294618396111876790e-01,7.920026508416629085e-02,2.025313126585770451e+00,2.100733757019042969e+00
6.556753353952103625e-02,5.051128039752880161e-01,4.350961656117442906e-03,4.776937007904052734e+00
1.423924208644107570e-01,4.090428537595663244e-02,1.333957450909682763e+00,2.859947681427001953e+00
1.224888102169185006e-01,1.192880819956406574e-01,1.219271825530190645e+00,2.464882850646972656e+00
1.022349398147907595e-01,2.090181690735910536e-01,8.798218247451837781e-01,3.555792093276977539e+00
1.291292535581174128e-01,1.196782994437840392e-01,6.451677490340924637e-01,4.594215869903564453e+00
1.301553702710562810e-01,1.370278858483832962e-01,9.017196136440220888e-01,2.965450048446655273e+00
1.008693222901989733e-01,2.371343868737371963e-01,1.019582222680310180e+00,4.339682102203369141e+00
1.232216577531926871e-01,1.128106391014343651e-01,8.000818925426562700e-01,1.889842033386230469e+00
9.594496984638958836e-02,2.584407416243134636e-01,9.110752116382281329e-01,3.107683897018432617e+00
1.094250450357340115e-01,2.101941682555692470e-01,6.235091599435891307e-01,4.389147281646728516e+00
1.192625748468605223e-01,1.140665550480961937e-01,2.504993547593159953e+00,2.327647924423217773e+00
9.000442368497707513e-02,3.995552006835867420e-01,9.999999999999999791e-17,1.731585025787353516e+00
1.282967024184783478e-01,9.410362106340756927e-02,1.669608527674130816e+00,3.507267951965332031e+00
1.187476983428916860e-01,1.829116717810901349e-01,6.043742852686578848e-01,3.566254138946533203e+00
1.141651067135164427e-01,1.920276061593274575e-01,6.858985036986479100e-01,4.996723175048828125e+00
1.401603515186238547e-01,2.362552459870403618e-02,2.491405154736172189e+00,2.237265825271606445e+00
1.175929424927490419e-01,1.887623128728918576e-01,9.290838882918168729e-01,2.866261959075927734e+00
1.252115942031707396e-01,8.116650606243371036e-02,2.624828001120943721e+00,1.866755008697509766e+00
1.308618672382442505e-01,6.185571181379013322e-02,2.744126940173169160e+00,2.251374721527099609e+00
1.171676986161477863e-01,5.439028846204030376e-02,1.848941587395769748e+00,2.433238983154296875e+00
9.936991936563645267e-02,2.443388145414309431e-01,4.167563201358011615e-01,3.655150175094604492e+00
1.329891303254647772e-01,9.955015286757991355e-02,2.998392384317015935e+00,3.242058038711547852e+00
1.395396431354347655e-01,1.095750052633477356e-01,6.774416169670823828e-01,3.636820077896118164e+00
1.194038196297435295e-01,1.027526610093169729e-01,3.628692626573855939e+00,2.919683694839477539e+00
1.236890039006611625e-01,6.512774631451320739e-02,2.309147015113554691e+00,1.945613145828247070e+00
1.196286297959143208e-01,1.457836809188993998e-01,9.366055248803500932e-01,3.145665884017944336e+00
1.238249742959922073e-01,1.211375361267023332e-01,2.081402867957300007e+00,3.310425281524658203e+00
1.103598621455824380e-01,1.788166618986078149e-01,1.178138446817708074e+00,1.118603944778442383e+00
1.326395182858027821e-01,6.210461940025324007e-02,2.326105549123172800e+00,1.803002119064331055e+00
1.228562794513858025e-01,1.270796142647215854e-01,1.513780611081587679e+00,2.834194898605346680e+00
