,SpikeTimes,ClusterIDs,session
353,148.818248141249,6,1
354,148.884449474963,6,1
355,148.88694952533,6,1
356,148.891849624049,6,1
357,148.895349694562,6,1
358,148.924700285869,6,1
359,148.989551592384,6,1
360,148.992101643759,6,1
361,148.994751697147,6,1
362,148.998951781764,6,1
363,149.005351910703,6,1
365,149.114754114756,6,1
366,150.676185571866,6,1
367,150.785037764838,6,1
368,150.860689288938,6,1
369,150.882089720078,6,1
370,150.940240891611,6,1
371,150.952041129342,6,1
372,150.992391942263,6,1
373,151.031292725971,6,1
374,151.03394277936,6,1
375,151.081493737337,6,1
376,151.106194234962,6,1
377,151.195196028021,6,1
378,151.199046105586,6,1
379,151.781007829978,6,1
380,153.360589652751,6,1
381,153.372139885446,6,1
382,156.415551199009,6,1
383,157.045313886414,6,1
385,158.703347289699,6,1
386,158.714947523401,6,1
387,158.794899134133,6,1
388,158.918001614196,6,1
389,158.941452086637,6,1
390,159.752268421609,6,1
391,160.316729793433,6,1
392,160.460632692548,6,1
393,160.539884289176,6,1
394,160.650936526471,6,1
395,160.657136651381,6,1
396,160.790539338955,6,1
397,161.291199425417,6,1
398,161.338250373321,6,1
401,168.171788044013,6,1
402,168.652297724519,6,1
403,169.357461930988,6,1
404,169.461364024234,6,1
406,169.552415858594,6,1
407,169.561916049988,6,1
408,169.567116154751,6,1
409,169.570216217206,6,1
410,169.577116356218,6,1
411,169.775270348294,6,1
412,169.796620778426,6,1
413,170.832941656487,6,1
414,170.850292006033,6,1
415,170.854642093671,6,1
416,170.864692296146,6,1
417,170.904443096978,5,1
419,171.915163459282,5,1
420,172.554026330023,6,1
421,172.760580491331,6,1
422,172.770780696828,6,1
423,172.797981244819,6,1
424,172.840632104077,6,1
425,172.934133987797,6,1
426,173.437694132685,6,1
427,174.037206210652,6,1
428,174.147708436866,6,1
429,174.21145972122,6,1
430,174.21670982699,6,1
431,174.249510487803,6,1
432,174.271060921965,6,1
434,176.293401664705,6,1
435,176.520156232977,5,1
436,177.290621755028,6,1
437,177.826432549649,6,1
438,179.319712633759,6,1
439,180.344083271066,6,1
440,181.05609761554,6,1
441,181.155449617119,5,1
442,182.031717270694,5,1
443,182.372574137708,6,1
445,184.740971852226,6,1
446,186.106349359569,6,1
447,186.111349460303,6,1
448,190.960597154838,5,1
449,193.723352814219,6,1
450,194.04550930449,6,1
452,195.643191491919,6,1
453,202.481979268381,6,1
454,202.637132394147,6,1
455,203.066641047169,6,1
456,203.186393459741,6,1
457,203.191343559467,6,1
459,205.445338969198,6,1
460,205.995100044865,6,1
461,207.263175591931,6,1
462,207.48228000608,6,1
463,208.291946317884,5,1
465,209.755275798599,5,1
466,211.003200939709,6,1
467,211.762566238131,5,1
468,212.116773374104,5,1
469,212.633183777878,6,1
470,213.785206986915,6,1
471,214.622573856783,6,1
472,220.319788634741,5,1
473,223.619055102845,5,1
474,224.599574856718,6,1
475,224.905631022626,6,1
476,225.686146747152,6,1
477,226.217507452119,6,1
478,226.873170661325,6,1
479,226.915571515547,6,1
480,226.982822870414,6,1
481,229.6985775829,6,1
482,229.796329552243,6,1
483,230.019684052016,6,1
484,230.154636770818,6,1
485,231.074055293725,6,1
486,236.250009570198,6,1
487,237.383182399469,6,1
488,237.610886986881,6,1
489,237.887792565511,6,1
490,238.570206313643,6,1
491,238.577856467765,6,1
492,238.581406539286,6,1
493,238.62995751741,6,1
494,238.788760716711,6,1
495,238.860462161232,6,1
496,238.863462221672,6,1
497,238.871412381839,6,1
499,240.614397496589,6,1
500,241.156508418133,5,1
501,241.177958850281,4,1
502,241.293711182265,6,1
503,241.652368407891,6,1
504,244.329372339691,6,1
505,244.429174350335,6,1
506,244.441424597132,6,1
507,244.449224754277,6,1
508,244.891433663163,6,1
509,245.053936937007,6,1
510,245.154438961754,6,1
511,245.211090103066,6,1
512,245.218040243086,6,1
513,245.225040384113,6,1
514,245.327842455197,6,1
515,245.339742694943,6,1
516,245.36234315026,6,1
517,245.650548956548,6,1
518,245.936104709448,6,1
519,247.826092785768,6,1
520,247.921894715825,6,1
523,249.898534537859,6,1
524,250.43114526801,5,1
525,251.06870811256,4,1
527,251.47891637675,5,1
529,254.781682915369,4,1
530,255.506347514699,6,1
532,259.195521838016,5,1
533,259.957387186805,5,1
534,260.423546578205,6,1
535,261.220162627093,6,1
536,261.352315289484,6,1
537,261.468367627512,6,1
538,261.476167784657,6,1
539,261.768823680599,6,1
540,262.201132390032,5,1
541,262.450737418657,5,1
542,263.736863329371,5,1
543,263.912966877211,5,1
544,264.285024372803,5,1
546,265.235893529325,5,1
547,265.475148349431,6,1
548,265.653551943609,6,1
549,266.220413363785,6,1
550,266.230963576333,6,1
552,266.338815749158,6,1
553,266.687522774324,6,1
554,267.330585729682,6,1
555,269.735034170489,6,1
556,271.402467763153,6,1
557,272.500639887289,6,1
558,273.011750184284,5,1
559,273.076701492815,5,1
560,273.59326189961,6,1
561,273.60716217965,6,1
562,273.617962397235,6,1
563,273.877667629341,6,1
564,273.978269656103,6,1
565,273.999770089258,6,1
566,274.506680301637,6,1
567,274.509830365099,6,1
568,274.514780464826,6,1
569,274.619582576203,6,1
570,274.625782701113,6,1
571,274.763335472296,5,1
572,275.520100718337,5,1
573,277.832247299601,6,1
575,280.292746869632,6,1
576,281.031861760083,6,1
577,281.679474807108,6,1
578,282.593593223238,6,1
579,282.64199419834,6,1
580,282.645194262809,6,1
581,282.651994399807,6,1
582,282.779396966501,6,1
583,282.792397228409,6,1
584,282.803047442971,6,1
585,282.818447753231,6,1
586,282.878298959013,6,1
587,283.224605935827,6,1
588,283.229906042605,6,1
589,283.24820641129,6,1
590,283.255956567427,6,1
591,283.316857794363,6,1
592,283.671914947461,6,1
593,283.675765025026,6,1
594,283.679465099569,6,1
595,283.700515523658,6,1
598,289.411280574604,6,1
599,290.542703368619,6,1
602,292.20023676183,6,1
603,292.328239340612,6,1
604,292.399840783118,6,1
605,292.40299084658,6,1
606,292.408290953358,6,1
607,292.415241093378,6,1
608,292.421441218288,6,1
609,292.509342989186,6,1
610,292.584594505227,6,1
611,292.591544645247,6,1
612,292.606794952485,6,1
613,292.687646581348,5,1
614,292.983602543774,6,1
615,292.987502622346,6,1
616,292.995402781506,6,1
617,293.118405259554,6,1
618,293.20690704254,6,1
619,293.220757321572,6,1
620,293.225007407196,6,1
621,294.339879867782,6,1
622,294.450832103062,6,1
623,294.576234629463,6,1
624,294.585084807761,6,1
625,294.835039843437,6,1
626,295.208897375294,6,1
627,295.211747432712,6,1
628,295.346000137411,6,1
629,295.505853357866,6,1
630,295.644406149196,6,1
631,297.647546505119,6,1
632,297.721848002022,6,1
633,297.872101029068,6,1
634,297.877301133831,6,1
635,297.983503273415,6,1
636,298.647266645809,5,1
637,299.227978345018,6,1
638,299.566785170731,6,1
639,300.205098030391,6,1
640,301.848181132483,6,1
641,302.287139975891,6,1
642,304.782140240985,6,1
643,305.088846419989,6,1
644,305.095046544898,6,1
645,305.666558058757,6,1
646,305.84391163178,6,1
647,306.082866445842,6,1
648,306.08741653751,6,1
649,306.913833186771,6,1
650,307.689448812578,6,1
651,308.26801046847,6,1
652,308.364612414645,6,1
654,310.086147097247,6,1
655,311.83208227143,5,1
656,311.846782567587,6,1
657,312.03353632999,5,1
658,313.362663107014,6,1
659,313.369663248041,6,1
660,313.38131348275,6,1
662,314.852343118596,4,1
663,315.181399747879,6,1
664,315.185399828466,6,1
665,315.622258629567,6,1
666,315.833762890601,6,1
667,316.00536634778,6,1
668,316.316672619459,6,1
669,316.535827034615,6,1
670,317.229291005368,6,1
671,317.568647842162,6,1
674,320.207100997305,5,1
675,320.212951115163,5,1
676,320.25375193715,5,1
677,320.731661565274,6,1
678,321.106869124329,5,1
679,321.116519318745,5,1
680,323.099109260652,6,1
681,326.601529821566,6,1
682,326.641780632472,6,1
683,326.966287170087,6,1
684,326.971937283916,6,1
685,327.180041476451,6,1
686,327.362245147186,6,1
688,329.755093354291,6,1
689,329.763793529568,6,1
690,329.856095389111,6,1
691,329.99879826405,6,1
692,330.225902839374,6,1
693,330.433507021836,6,1
694,330.761313625935,6,1
695,330.96661776206,6,1
696,331.361125709946,6,1
697,331.789584341814,6,1
698,331.994038460814,6,1
699,332.157041744732,6,1
700,332.162391852517,6,1
701,333.844825747382,6,1
702,333.883926535119,6,1
703,333.890376665066,6,1
704,334.187632653682,6,1
705,334.324085402704,6,1
706,334.338135685766,6,1
707,335.607811265066,6,1
708,335.616261435306,6,1
709,335.61901149071,6,1
710,335.727413674616,6,1
711,335.829915739656,6,1
712,335.846616076107,6,1
713,336.325675727399,5,1
714,336.336625948006,6,1
715,336.350726232075,6,1
716,336.576780786244,6,1
717,336.583930930293,6,1
718,337.020889733409,6,1
720,338.632822207929,6,1
721,338.645022453719,6,1
722,338.657472704546,6,1
723,338.849576574734,6,1
724,339.084031298136,6,1
725,339.102931678909,6,1
727,339.740994533533,5,1
728,340.00819991674,5,1
729,340.102051807511,5,1
730,340.285205497385,5,1
731,341.931938673012,4,1
732,342.378697673565,5,1
734,343.537671022623,6,1
735,343.544321156598,6,1
736,344.366287716206,6,1
737,344.387588145332,6,1
738,344.609442614885,6,1
739,344.620642840528,6,1
740,346.060371845781,6,1
741,346.176024175751,6,1
742,346.297826629623,6,1
743,346.428879269853,6,1
744,349.424589622416,5,1
745,350.417809632152,6,1
746,351.477380978624,6,1
747,351.85368855984,6,1
748,352.646754537208,6,1
749,352.655104705433,6,1
750,352.777707175422,6,1
751,352.912159884151,6,1
752,353.002961713474,6,1
753,353.008561826296,6,1
754,353.019312042873,6,1
755,353.192115524229,6,1
757,357.382899953147,6,1
758,357.388000055895,6,1
759,357.393950175768,6,1
760,357.396600229157,6,1
761,357.545153221954,6,1
762,357.547103261241,6,1
763,357.594004206122,6,1
764,357.615154632226,6,1
765,357.621354757136,6,1
766,357.626054851825,6,1
767,357.635855049263,6,1
768,361.225427365965,6,1
769,361.61863528766,6,1
770,367.029694300631,6,1
771,368.837430719881,6,1
772,368.845230877026,6,1
773,368.85698111375,6,1
774,369.547195019026,6,1
775,369.77389958629,6,1
776,369.788999890506,6,1
777,369.7930499721,6,1
778,370.239908974668,6,1
779,370.417312548699,6,1
780,370.538064981417,6,1
781,370.557415371257,6,1
782,370.890572083141,6,1
783,371.295780246597,6,1
784,371.579885970285,6,1
785,371.593886252339,6,1
786,372.451503530178,6,1
787,372.468503872672,6,1
788,372.849211542534,6,1
789,372.949613565266,6,1
790,373.095116496616,6,1
791,373.114066878397,6,1
792,373.320871044741,6,1
793,373.354371719657,6,1
794,373.419723036246,6,1
795,373.426323169214,6,1
796,373.503774729579,6,1
797,373.507024795056,6,1
798,373.548275626108,6,1
799,373.616326997094,6,1
800,373.619077052497,6,1
801,373.621977110923,6,1
802,373.644627567246,6,1
803,373.654677769721,6,1
804,373.68342834894,6,1
805,373.722629138692,6,1
806,373.725779202154,6,1
807,374.354641871427,6,1
808,375.12845746097,6,1
809,377.521305668075,6,1
810,377.865062593515,5,1
811,378.978785030932,6,1
812,379.198989467243,6,1
813,379.513245798354,6,1
814,380.070457024114,6,1
815,381.251380815393,6,1
816,381.489635615352,6,1
817,381.620438250545,6,1
818,381.819142253701,5,1
819,384.392594099306,5,1
820,385.638319196092,5,1
821,386.405134644608,6,1
822,387.4771062409,6,1
823,387.522557156569,6,1
824,387.727511285642,6,1
825,388.055967902836,6,1
826,388.193620676034,5,1
827,388.733981562322,6,1
829,389.9755565755,6,1
831,390.731471804416,5,1
833,390.878724771022,6,1
834,391.079978825553,5,1
835,391.10987942794,6,1
836,391.165480548098,5,1
838,397.07214954579,5,1
839,397.327904698317,6,1
840,398.532378964051,6,1
841,398.768533721702,5,1
842,399.203092476465,6,1
843,399.266693757797,6,1
844,399.300544439764,6,1
845,399.316744766141,5,1
846,399.335295139863,6,1
847,399.342245279883,5,1
848,399.34324530003,6,1
850,399.352345483365,6,1
852,399.506798595028,6,1
853,400.009808728835,6,1
854,400.876876197061,6,1
855,401.016279005516,6,1
856,401.365486040755,5,1
857,401.385586445705,5,1
859,402.438107650142,5,1
860,402.896266880368,6,1
861,402.9653182715,6,1
862,403.006719105575,6,1
863,403.009669165008,6,1
864,404.891107069073,6,1
865,405.281864941409,6,1
866,405.348866291241,6,1
867,405.696623297267,6,1
868,405.935878117373,6,1
869,406.090681236088,6,1
870,406.292985311772,6,1
871,407.063200828787,6,1
872,407.072201010107,5,1
873,407.920618102596,6,1
874,408.09157154668,6,1
875,408.191473559339,6,1
876,409.948408955136,5,1
877,410.082311652784,5,1
878,414.010890799228,6,1
879,415.324967273044,6,1
880,415.334317461416,6,1
881,416.796596920977,5,1
882,417.579712697885,5,1
883,418.718885648037,6,1
884,419.680255016099,5,1
885,420.105613585513,5,1
886,421.256286767352,4,1
887,421.941650574916,6,1
888,421.945450651474,6,1
889,421.960400952667,6,1
890,422.024502244073,6,1
891,422.028652327682,6,1
892,422.050952776954,6,1
893,422.053502828328,6,1
894,422.085303468995,6,1
895,422.106303892076,6,1
896,422.117054108653,6,1
897,422.128904347392,6,1
898,422.132904427979,6,1
899,422.145754686865,6,1
900,422.150304778532,6,1
901,422.163455043462,6,1
902,422.16950516535,6,1
903,422.213856058857,6,1
904,422.216406110231,6,1
905,422.222406231112,6,1
906,422.230606396315,6,1
907,422.238606557489,6,1
908,422.314508086626,6,1
909,422.316858133971,6,1
910,423.482481617004,5,1
911,424.156745200939,6,1
913,426.701846475385,6,1
914,427.228157078611,5,1
916,427.32090894722,5,1
917,429.532153495678,6,1
918,429.667756227575,6,1
919,429.780958508186,6,1
920,429.931661544298,6,1
921,430.026913463275,6,1
922,430.445271891661,6,1
923,430.451322013549,6,1
924,430.535923717962,6,1
925,430.544873898276,6,1
926,434.868310999658,6,1
928,434.86846100268,6,1
930,434.868611005702,6,1
931,435.042064500153,6,1
932,435.577575288729,6,1
933,435.577675290744,6,1
934,435.577775292758,6,1
935,435.577775292758,6,1
939,435.577975296788,6,1
940,435.578025297795,5,1
941,435.57812529981,4,1
942,436.164187106803,6,1
943,437.123956442631,6,1
944,437.257309129198,5,1
946,440.524774956636,6,1
948,441.078286107854,5,1
952,443.755740048719,5,1
953,443.787790694422,5,1
954,443.837741700751,5,1
955,443.937943719454,5,1
956,444.043445844935,5,1
957,444.099196968115,5,1
958,444.552856107681,5,1
959,444.61050726914,5,1
960,446.716449696147,5,1
961,448.598287608271,5,1
962,450.503425989814,6,1
963,452.926724810387,5,1
964,453.364533630627,5,1
965,453.98119605411,5,1
966,454.274051954082,5,1
967,454.638059287493,5,1
968,455.104018674863,5,1
969,455.921635146833,5,1
970,456.84275370399,6,1
971,458.320933483884,4,1
972,458.381034694703,5,1
973,460.666730743086,6,1
974,461.041538294081,6,1
975,461.422045959914,5,1
976,461.481297153608,5,1
977,461.487547279525,6,1
978,462.564618978565,6,1
979,463.568839209915,5,1
980,463.912046124274,6,1
982,466.962757584908,6,1
983,467.177961920485,6,1
984,467.185412070578,6,1
985,467.194712257943,6,1
986,467.513568681729,5,1
987,468.686992321907,6,1
988,468.946047540918,5,1
989,470.669132254748,6,1
990,472.107761237839,6,1
991,472.164912389225,6,1
992,472.266814442177,6,1
993,472.270064507654,6,1
994,472.283114770569,6,1
995,472.288014869288,6,1
996,472.694523058935,6,1
997,472.821925625629,6,1
998,474.139752174995,6,1
999,474.369756808744,6,1
1000,474.436258148502,6,1
1001,474.444608316727,6,1
1002,474.697863418888,6,1
1003,474.823265945288,6,1
1004,474.833266146755,6,1
1005,474.945168401175,6,1
1006,475.058370681785,6,1
1007,475.143172390228,6,1
1008,475.149822524204,6,1
1009,475.154522618894,6,1
1010,475.159972728693,6,1
1011,475.165972849574,6,1
1012,475.288025308483,6,1
1013,475.376377088447,6,1
1014,475.380827178099,6,1
1015,475.385177265738,6,1
1016,475.448178534982,6,1
1017,475.45122859643,6,1
1018,475.528430151758,6,1
1019,475.576931128874,6,1
1020,475.580981210468,6,1
1021,475.596631525765,6,1
1022,475.82933621391,6,1
1023,475.843286494957,6,1
1024,476.261244915284,6,1
1025,477.050410814079,6,1
1026,477.265965156708,6,1
1027,477.274815335006,6,1
1028,477.278265404512,6,1
1029,477.28301550021,6,1
1030,477.512120115826,6,1
1031,477.513770149068,6,1
1033,478.258385150326,6,1
1034,478.62384251295,6,1
1035,478.627592588501,6,1
1036,478.737144795575,6,1
1037,478.842496918034,6,1
1038,478.854947168861,6,1
1039,479.059351286853,6,1
1040,479.083801779441,6,1
1041,479.175503626896,5,1
1042,479.290955952837,6,1
1043,479.306906274177,6,1
1044,479.31360640916,6,1
1045,479.557661325971,6,1
1047,482.117812903624,6,1
1048,482.911828900131,6,1
1050,483.15328376456,6,1
1051,483.231335337012,6,1
1052,483.241735546538,6,1
1053,483.250585724837,6,1
1054,483.60104278526,6,1
1057,484.873218414927,5,1
1060,485.703635144775,6,1
1061,486.040441930195,6,1
1062,486.043291987614,6,1
1063,486.477150728274,6,1
1064,486.643954088749,5,1
1065,486.80595735252,6,1
1066,486.816507565068,6,1
1067,487.204515382001,6,1
1068,487.313467576988,6,1
1069,487.328417878181,6,1
1070,487.567522695265,6,1
1071,487.579322932997,6,1
1072,487.616373679433,6,1
1073,487.624273838593,6,1
1074,487.657724512501,6,1
1075,487.662324605176,6,1
1076,487.691125185402,6,1
1077,488.029632005071,6,1
1078,488.70964570485,6,1
1079,489.90986988496,6,1
1081,490.676585331461,6,1
1082,491.626904476903,6,1
1083,492.889029904095,6,1
1084,492.898180088438,6,1
1085,493.006782276373,6,1
1086,493.113384424015,6,1
1087,493.117734511653,6,1
1088,493.358139354928,6,1
1089,493.573343690506,5,1
1090,493.598194191152,6,1
1091,494.034652984194,6,1
1092,494.150705322222,6,1
1093,494.361259564117,6,1
1094,494.379509931795,6,1
1095,494.566913707293,6,1
1096,494.875719928604,6,1
1097,495.102724501913,6,1
1098,495.11742479807,6,1
1099,495.459131682209,6,1
1100,495.491882342015,6,1
1101,495.496782440734,6,1
1102,496.851759738551,6,1
1103,497.08081435316,6,1
1104,497.396570714491,6,1
1105,497.478472364509,6,1
1106,497.499972797664,6,1
1107,497.600524823418,6,1
1108,497.69772678168,6,1
1109,497.74842780312,6,1
1110,498.886650734132,5,1
1111,499.150556050855,6,1
1112,499.172256488039,6,1
1113,499.281008678997,6,1
1114,499.377410621142,6,1
1115,499.381460702736,6,1
1116,499.385360781308,6,1
1117,499.391410903196,6,1
1119,499.553764174019,6,1
1120,500.295379114836,5,1
1121,501.189747133068,5,1
1123,502.045964382701,4,1
1125,503.237288383506,6,1
1126,503.343940532155,5,1
1127,503.808549892327,6,1
1128,504.148756746246,6,1
1129,504.313960074487,6,1
1130,504.323610268903,6,1
1131,504.571965272344,6,1
1133,505.433682632785,5,1
