4.129132107619552100e-02,7.682320016568916509e-05,9.999999999999999791e-17,9.871555518076473579e-01,1.844474193085551494e+00,5.009432798535700044e+02,9.999999999999999791e-17,3.663416503901015808e+00
9.999999999999999791e-17,1.724338853042429509e+00,2.239435306872746001e-02,6.040230714509281507e-01,9.999999999999999791e-17,1.767679284265988215e+01,9.999999999999999791e-17,8.981039731627376455e+00
6.840521825425394109e-02,2.314335147378378753e-04,3.730614281653770337e-03,9.709574942411859366e-01,2.599053238926808618e+00,4.091586560930035716e+02,9.999999999999999791e-17,3.140349720548557766e+00
9.999999999999999791e-17,5.471096983162929694e-01,4.206139118972324065e-02,4.343458673506436774e-01,2.759653892151463506e-01,3.384604725055454111e+01,9.999999999999999791e-17,-2.868053803606608332e-01
4.784822865731593045e-02,1.095439268042780467e-01,9.999999999999999791e-17,8.320864513316077460e-01,1.489564807729667761e-01,3.757973287272582041e+01,1.296270732700513300e-03,2.278931740311749721e+00
1.065938241177965076e-04,1.829142515088164611e-01,8.046151489664999171e-03,9.357824312047352544e-01,5.167986874480511306e-01,1.367431219371250606e+01,2.107425866227522482e-01,1.599109744778096420e+01
5.016016253839155085e-04,1.480110108171416083e+00,1.845892139543600305e-02,5.437285035945924605e-01,3.313502692195946292e+04,6.985591062172378853e-12,1.287858584591074045e-02,2.154822800219384327e+00
9.999999999999999791e-17,2.545051488195136007e-05,8.154783868725916374e-02,9.928088116604369961e-01,4.254229087438222336e+02,8.908577358692754160e+02,1.185419360938159694e-01,1.307819121138544283e+01
9.999999999999999791e-17,5.927064790718616352e-04,4.025429386237427271e-02,9.556487352609746022e-01,1.037751730606978562e+00,3.442293188384967948e+02,6.737530813672414076e-02,2.660522849318445182e+00
5.236131811596959548e-03,4.734924864098162734e-05,1.024236846939208384e-01,9.815843444843961318e-01,2.741215491952630146e+02,5.928254747850184003e+02,9.681379441217197179e-02,3.717958964638097275e+00
9.999999999999999791e-17,2.426619152142881711e-05,3.729406916684552264e-02,9.877238218285017135e-01,1.119697165047518183e+03,9.522300237102388110e+02,1.050860181575155594e-01,6.796932158696159298e+00
9.999999999999999791e-17,1.792276517462741746e-04,1.697573358182991390e-02,9.690826315809640823e-01,9.263953170093036533e+02,4.097795265661928852e+02,6.089367000986452977e-02,1.517441404754076073e+00
4.226414967063808065e-02,2.129759115499008926e-01,2.986759989990080827e-02,8.651981535100132792e-01,9.999999999999999791e-17,4.343689355765764049e+01,2.075777933111217222e-01,2.257425249889241670e+01
3.417136033173220205e-02,9.015187913478969577e-04,9.999999999999999791e-17,9.362974687940541774e-01,5.065727996021759161e+00,3.012030558177198714e+02,9.999999999999999791e-17,-1.047209756282519111e+00
5.421900706460535541e-02,3.675715482082431997e-04,1.052434511963129711e-02,9.681280788728668929e-01,9.550651754189466436e-01,2.649670540240791752e+02,9.999999999999999791e-17,1.568360338980181234e+00
5.757650431427194238e-02,5.787393113633500230e-04,9.999999999999999791e-17,9.399675294853991891e-01,2.107355437778752338e-01,4.248916919231734823e+02,9.999999999999999791e-17,7.764056839370563805e-04
9.999999999999999791e-17,3.123414623314557215e+00,2.475574406860765048e-02,1.527740983935737878e-03,6.995511151357344204e+01,9.999999999999999791e-17,9.999999999999999791e-17,1.469587817570473076e+00
4.818325562710878973e-02,1.453027301438398512e-04,3.168146679943094606e-03,9.780327679782253592e-01,1.279818570678372112e+02,6.354586983799671316e+02,9.999999999999999791e-17,3.842992302618567280e+00
9.999999999999999791e-17,4.958791435917750401e-01,5.083604289915218816e-02,8.382504933505353639e-01,2.753902609086327720e+05,3.615602347633564762e+01,9.999999999999999791e-17,2.485268072916396775e+01
9.999999999999999791e-17,7.256455715307804505e-03,1.600101089074282279e-02,9.992017292551282903e-01,4.528912762983408356e+03,1.274543751078727749e-01,9.999999999999999791e-17,9.883781368019551650e+00
9.999999999999999791e-17,4.283000997355617678e-01,2.401933553647594977e-02,6.362322226431882388e-01,8.940075094474557726e-01,2.282578558464953034e+01,4.434562211134864679e-02,2.957506236509101605e+00
9.999999999999999791e-17,4.411637685142240513e-05,5.131196884837969235e-02,9.950278289761652628e-01,1.425819504363657643e+03,1.484039223068408319e+03,3.440433954392488891e-01,5.889809888621877576e+01
9.999999999999999791e-17,1.242329848705376188e-01,7.046709029351642950e-02,9.526993606167395434e-01,2.221145387883651711e+05,3.693478160489949147e+01,1.317161821207900596e-01,4.890042800430806125e+01
1.920486117189073444e-02,1.691242933214501143e+00,4.938755430217450391e-04,3.912311254287942908e-01,1.708962519355973653e+00,4.963139907199401790e+00,9.999999999999999791e-17,-2.214167686603971230e+00
9.999999999999999791e-17,4.553796633876253011e-05,3.156820733583963479e-02,9.831833030230335835e-01,2.529024114922216086e+03,1.100873470978416663e+03,8.878775898875451711e-02,5.814306376368297613e+00
