8.002784127510363362e-04,1.012327189030241409e-01,9.999999999999999791e-17,9.328688189996690860e-02,2.558790740285132315e-01,7.070168403192195195e-01,4.195347249316364047e-01,5.446712775885018942e+01
9.999999999999999791e-17,9.999999999999999791e-17,9.999999999999999791e-17,9.999999999999999791e-17,1.393990543531336890e+00,9.999999999999998890e-01,9.999999999999999791e-17,7.519365228091032805e+01
9.999999999999999791e-17,1.143962565969163236e-01,4.502065539387823390e-01,1.100888242060624189e-01,9.264757151368291366e-02,5.598949319403127012e-01,6.164974006357378800e-01,2.661331038713694852e+01
2.446285631347824840e-02,9.999999999999999791e-17,6.179634493209412716e-01,5.362050765351961124e-02,2.911527409128066360e-02,9.248375107004710438e-01,9.497112048908854520e-01,2.564544780110063016e+02
9.999999999999999791e-17,9.999999999999999791e-17,9.999999999999999791e-17,9.999999999999999791e-17,1.766159023847550191e+00,9.999999999999998890e-01,1.244469218092249196e+00,2.288290715370844719e+00
4.262294376192359078e-04,2.185953169880741342e-01,5.560773645011264366e-01,1.967861332622923565e-02,4.046023306291319788e-01,7.014247647824997101e-01,2.236434830715106958e+00,3.960717490248482964e+00
2.416497893674699870e-03,2.942624736274655484e-01,3.228232314482564203e-01,6.558690938940535398e-02,9.999999999999999791e-17,6.218266837126917856e-01,1.379023149683777039e+00,6.631543044710520363e+00
1.713940291882008328e-05,2.301180010665499209e-01,9.965278016241265746e-01,1.137805396781399437e-04,4.494985563182424038e+00,7.046045927331103798e-01,1.351853629001752433e-01,4.907029123423876982e+00
1.314744890447219240e-02,2.278152654269139099e-01,5.473374547352596320e-01,4.058757660746977608e-03,1.913286548952267407e-01,6.495317227873580457e-01,1.636556931281438310e+01,1.432854497993088749e+01
9.999999999999999791e-17,7.014953154402293611e-01,6.342732754981273979e-01,1.566127972055512615e-02,2.284205069010447897e-01,6.770692314934059208e-01,1.459862014060133273e+00,6.994416649410559739e-01
8.490086271246187477e-02,5.270367687161913173e-01,7.827398673134436380e-03,9.999999999999999791e-17,1.835657177015866282e+00,2.744072153607836073e-01,1.912256102350761378e+00,2.267198102774414359e+00
1.150603355843973774e-02,1.228039680097138681e-01,3.897742233972641412e-01,4.375068387495463507e-02,1.096852983468568909e-01,7.762517760933606015e-01,9.692905439997703265e-01,4.203631851336977832e+01
1.978464893102222276e-06,7.415721936463059993e-02,9.970830874951368550e-01,1.298341888044134487e-03,2.546294532802721444e-01,6.876546460304919783e-01,3.310432373092732639e-01,3.682230856871740787e+00
9.999999999999999791e-17,1.381494192156683953e-01,7.372173631621979917e-01,3.229189497565494033e-02,2.507518343932250149e-01,7.270543456551175066e-01,4.546641389743261708e-01,5.806731366475037071e+00
5.004041827226098256e-03,5.038873472121412345e-01,8.170432112661197843e-01,8.867096165672728666e-03,9.999999999999999791e-17,6.017047263784038869e-01,1.271140219095309387e+00,3.403297714864977053e+01
1.839927989392256200e-02,2.148103317205412865e-01,5.837666636190155245e-01,2.476305960179639443e-02,1.365297549875064131e-01,6.257731053541240041e-01,2.803961445760695170e+00,1.719664386733994377e+01
9.354800024944551554e-03,1.707473964147962209e-01,1.681451813727652955e-01,1.045215955272609659e-01,3.239380305378251612e-01,5.841798529182624655e-01,7.002838422852989408e-01,2.205068896243965071e+01
9.999999999999999791e-17,4.715534227031983189e-02,1.336914362200917472e-01,8.028380602174493841e-02,3.317460551909083843e-01,9.264742727009457335e-01,5.473908513304340806e-01,4.817102128293287988e-01
9.999999999999999791e-17,9.999999999999999791e-17,9.999999999999999791e-17,9.999999999999999791e-17,1.457570718008631250e+00,9.999999999999998890e-01,2.242293362734044671e+00,1.109038424184080274e+00
1.667759805716914189e-03,1.756390966941215673e-02,5.398719225960462165e-01,2.006648615925316070e-02,4.153935764676499609e-01,9.671444731197256228e-01,5.703856199821626394e-01,3.181407086244269156e+00
2.388604947291839142e-02,1.180855338260910214e-01,2.022419685681911827e-01,2.309039729810228106e-02,9.999999999999999791e-17,6.675312383567505448e-01,1.204390724416521863e+01,3.763023018892714333e+01
2.402485543539642845e-02,1.921829352445755257e-01,6.258405463841386629e-01,4.208892576118266476e-02,1.393052436399553895e-01,5.642549156811841327e-01,5.704797459042313612e+00,2.009799290069947730e+01
1.174539256632690194e-03,2.477946881355479192e-02,9.229911512043671440e-01,7.099962009027009635e-03,1.055174899345966274e-03,9.796335718586585140e-01,6.157512549774962762e-01,1.296548013608454397e+01
3.986691927965941434e-02,2.273563533225912193e-04,4.556349934846015692e-02,5.034395393100809385e-03,9.999999999999999791e-17,9.680316916999374133e-01,7.313190653047439582e+02,5.703870357990796265e+02
9.999999999999999791e-17,6.245052030136132026e-02,8.624060434008186116e-01,7.776633968325856808e-03,6.858566974613252709e-01,9.044191612181019524e-01,1.000602763003543005e+00,1.761533313753041696e+01
