3.620254616096908462e-01,3.648134492806491269e-01,2.290371834216013092e+00,9.999999999999999791e-17,1.662131869096261383e+01,2.409496123539524692e+00,1.488454233193918697e+02
3.249611934551908998e+00,9.999999999999999791e-17,1.334568712947963753e+00,9.999999999999999791e-17,2.758217575321644799e-01,9.999999999999999791e-17,1.848019207274966220e+02
3.786670549610646197e-01,9.954338677663779889e-01,9.744711081059774793e-01,3.111896250414089016e-01,6.091790027582723255e+00,2.215140599112432884e+00,1.482212394182766957e+02
3.162254261795862664e+00,9.999999999999999791e-17,1.155815633332456516e+00,2.314316013947355644e-01,1.345235615339901658e+00,9.999999999999999791e-17,2.013989396380198684e+02
1.913791997117350485e+00,2.180402197652326013e+00,1.008138161213783635e+00,9.999999999999999791e-17,6.476620815440859991e-01,9.999999999999999791e-17,1.286536978381869858e+02
1.307890676380155437e+00,7.271372961317671413e-01,1.177402269028488130e-01,6.423526521326548000e-01,1.202124840877335732e+00,1.007189252102657528e+00,1.226928577374934406e+02
2.735147456933985755e+00,9.999999999999999791e-17,1.385088645646832539e+00,9.999999999999999791e-17,5.536260206107196380e-01,9.999999999999999791e-17,1.447141946391254521e+02
1.269404633921277448e+00,9.999999999999999791e-17,8.855163177094121929e-01,6.188071338579682612e-01,2.230088368997906745e+00,8.556334586804371645e-01,1.241945672370593456e+02
1.156410817404697644e+00,1.062743843625866047e+00,4.217115778524120340e-01,5.000233502127644503e-01,6.450464612628654670e-01,2.871210611633893128e-01,8.168957846555754543e+01
1.297996829308085909e+00,1.112107769535788160e+00,4.607189634166353742e-01,5.187781846674353048e-01,1.600573646331317157e+00,1.443992350909640399e+00,1.813150191337950901e+02
2.564521900541195887e+00,6.520535500239896727e-08,1.093087181332015323e+00,9.179714817920152370e-02,6.365535020418637835e-01,1.821231935015263925e-01,1.197127658464016662e+02
3.141009930136631656e+00,2.226973785244701798e+00,2.328382683540060338e-01,9.999999999999999791e-17,1.978296673838043418e+00,9.999999999999999791e-17,1.290333212964553411e+02
1.100162889991350479e+00,2.164451983859284834e+00,1.877013769017500389e-01,1.971826424740653061e-01,9.186238222295621370e+00,1.110583700495410886e+00,1.406183469363481890e+02
7.114770910572111584e-02,1.131756554681861315e+00,9.999999999999999791e-17,9.999999999999999791e-17,2.694374920454240652e+00,1.402400317096614835e+00,6.134006156402911358e+01
1.620943125417210195e+00,2.103967959248670194e+00,9.999999999999999791e-17,1.259417283407158195e-01,1.925381207477950551e-01,8.240201579088781703e-01,1.186703186082403221e+02
2.558720418061476209e+00,2.253798442969397217e-07,7.652261826261015365e-01,4.553781920229716396e-01,8.746375489360626032e-01,4.689691401057693998e-01,1.623691563662004569e+02
8.743215155599406430e-01,1.498852288404653565e+00,9.999999999999999791e-17,9.999999999999999791e-17,1.973208689120822534e-01,1.320334883938914849e+00,9.208208301060314227e+01
2.769143469556404114e+00,9.999999999999999791e-17,9.735599830952896827e-01,3.106842982461860414e-01,6.970800028653256764e-01,9.999999999999999791e-17,1.462788237400778826e+02
1.840516080257942555e+00,1.571548594639082252e-01,9.610021020939127911e-01,4.756890078352685181e-01,8.183152051604624111e-01,1.192631953305873793e+00,1.895119011013767931e+02
1.809389854722968538e+00,5.050368629626320605e-01,7.691606363830211235e-01,1.921561894127924719e-01,3.389775223314479113e+00,2.807677483798206586e-01,8.150034061208339153e+01
2.357678722245134306e+00,2.475915788206350054e+00,3.292187735928615577e-01,5.596864281608789765e-02,8.461297560119932726e+00,3.559991222952821549e-04,1.182430242917821488e+02
4.718873495744813074e-01,1.080059830892650785e+00,3.529173617642981237e-02,3.719232657378614415e-01,2.783427219382152096e+00,1.282606688946088980e+00,8.376352165117789639e+01
2.960929718318111803e+00,9.999999999999999791e-17,7.967191295950667440e-01,3.714742614658482212e-01,5.897650252195513199e-01,9.999999999999999791e-17,1.535203815010588357e+02
1.730766597145878549e+00,1.961508384041137365e+00,1.377141705401067617e-01,2.695053992965659728e-01,2.343715472244013220e+00,9.094087158628263445e-01,1.424075233242089951e+02
1.960117148025022071e-01,1.009675439838603861e+00,9.999999999999999791e-17,5.431585642786640467e-01,2.834837223464660827e+00,9.761701343403882403e-01,6.974142163770009972e+01
