1.106328701456594787e+00,2.576144063682705987e+00,2.719421785773402100e-01,9.999999999999999791e-17,1.198413801025578262e+00,1.244346856189450623e+00,1.492163809960794936e+02
1.300358375604046213e+00,2.959315946912075113e+00,2.039264661265827519e-04,1.915302829790641592e-01,9.999999999999999791e-17,1.384982920088802638e+00,1.849059571833058442e+02
1.782958286088411004e+00,4.046996708968333856e+00,2.241586256627136620e-01,9.999999999999999791e-17,6.793340947551698150e+00,2.382316026554148480e-01,1.482511137556917049e+02
6.683981965492440391e-01,3.203406926761339868e+00,5.515958115505689152e-01,9.999999999999999791e-17,2.480276466958782233e+00,1.652339814296619469e+00,2.022469057267230710e+02
5.579595065433319933e-07,2.319303340112206957e+00,9.999932470137270490e-01,9.999999999999999791e-17,2.787615848664889651e+00,1.811771017057929312e+00,1.286654424746923837e+02
2.001440980498373268e+00,3.518402716389003704e+00,9.999999999999999791e-17,8.897529600413743578e-02,1.524549831395338728e+00,9.999999999999999791e-17,1.228311493492901860e+02
1.628992389561697784e+00,2.694058399539652982e+00,9.999999999999999791e-17,9.999999999999999791e-17,2.458525735875396911e+00,1.110827183980556576e+00,1.449157857761786659e+02
6.300215129290021940e-06,1.986756834217134449e+00,9.999594436123074859e-01,9.999999999999999791e-17,1.060864934670544324e+00,1.964399656373832403e+00,1.247268016140244242e+02
1.025133356497455850e+00,2.993906879987537017e+00,9.999999999999999791e-17,9.999999999999999791e-17,2.607691253135146159e+00,4.183985183374143157e-01,8.173105958801502879e+01
7.373633975254026146e-06,2.966036024567554996e+00,9.999886531448387572e-01,3.980807331133253466e-11,5.961858818655664249e-01,2.086930809096296358e+00,1.814238252040741486e+02
6.324079483583663341e-01,1.786101190937417149e+00,4.756246705681204112e-01,9.999999999999999791e-17,2.294047122799777849e+00,1.509937744766874479e+00,1.198628049277323981e+02
9.577332722585595315e-01,1.570417372634958397e+00,4.280210421454611058e-01,9.999999999999999791e-17,4.833312616980397713e+00,1.392022276265701297e+00,1.289492037163415716e+02
1.746371260619416388e+00,4.153253432450393134e+00,9.999999999999999791e-17,1.117822450555416292e-01,3.561817076734751231e-01,9.999999999999999791e-17,1.406789776253217497e+02
6.376218856354655407e-02,1.691602303897867587e+00,6.233486916281173462e-01,9.353099115154157872e-02,2.529158637584197233e+00,8.425545446976018260e-01,6.119309153746925034e+01
1.966352585256615937e+00,3.200634539278076396e+00,9.999999999999999791e-17,1.629182199819106391e-01,6.248866003663031243e+00,9.999999999999999791e-17,1.186172484743056259e+02
1.393391410563753263e+00,2.464743215241178120e+00,9.999999999999999791e-17,9.999999999999999791e-17,1.617696783292159324e-01,1.634297885998946986e+00,1.625120882217256906e+02
2.656605250810781940e-05,1.079374237819822779e+00,9.999402044318350669e-01,3.435217055794690887e-10,7.869294376852135064e-01,1.740096659989773364e+00,9.204964621846205830e+01
2.689037425923971880e-01,2.359005592531996154e+00,6.281824378381880569e-01,5.912247052150654270e-02,2.824176048130172312e+00,1.628005231306887124e+00,1.467383162212723846e+02
1.298659343496862406e-01,2.720861392567210491e+00,8.341268250616149516e-01,9.999999999999999791e-17,2.175789453837180698e+00,2.204896178170995036e+00,1.895831318767846199e+02
1.866683380723031638e+00,2.719097180169886219e+00,9.999999999999999791e-17,8.193348611281339733e-02,1.969403014068085378e+00,9.999999999999999791e-17,8.190932553749415490e+01
8.324498784712630606e-01,3.333385823484273480e+00,6.073386608190607383e-01,9.999999999999999791e-17,2.068524252826206666e+00,1.660491718785988280e-01,1.181214678170851897e+02
1.374289291896322540e+00,2.944429566520734731e+00,9.999999999999999791e-17,8.388584299681335621e-02,7.867013982312269782e-01,1.328434712644038507e-01,8.381178242913661336e+01
3.145363543347442311e-06,2.392303400489145471e+00,9.999979594535617355e-01,9.999999999999999791e-17,7.175029240277690512e-01,1.404704450001197369e+00,1.538069353510374526e+02
9.999999999999999791e-17,3.952533183586812271e+00,9.999999999999999791e-17,6.673069360117854787e-01,2.062004591260039044e-01,9.999999999999999791e-17,1.424001489981051236e+02
1.012513814514718780e+00,3.305866296968867246e+00,9.999999999999999791e-17,4.820793798207786279e-02,1.761679958621949815e+00,9.999999999999999791e-17,6.995471869505304596e+01
